credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mi_percentage,number_of_units,occupancy_status,original_cltv,original_dti,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_mortgage,amortization_type,property_state,property_type,postal_code,loan_sequence_number,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name,pre_relief_refinance_loan_sequence_number,special_eligibility_program,relief_refinance_indicator,property_valuation_method,interest_only_indicator,loan_duration_years,loan_term_category,credit_risk_category,dti_risk_category,ltv_risk_category,cltv_risk_category,combined_risk_indicator,total_months_observed,months_delinquent,months_seriously_delinquent,maximum_delinquency_status,latest_upb,ever_delinquent_flag,ever_seriously_delinquent_flag,delinquency_rate,serious_delinquency_rate,loan_balance_status
706.0,2020-05-01,N,2050-04-01,33460,30,1,P,94,31,203000,94,3.625,R,N,FRM,MN,SF,550,F20Q10331759,N,360,2,"GUARANTEED RATE, INC.",N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,72,0,0,0.0,173855.86,0,0,0.0,0.0,Active Balance
712.0,2020-05-01,Y,2050-04-01,15764,25,1,P,90,42,559000,90,3.625,R,N,FRM,MA,CO,021,F20Q10331771,P,360,2,"GUARANTEED RATE, INC.",Y,,N,2,N,9999,29.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,15,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
783.0,2020-05-01,N,2050-04-01,38060,0,1,P,80,21,341000,80,3.625,R,N,FRM,AZ,PU,851,F20Q10332019,N,360,1,OTHER,N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,15,1,0,1.0,0.0,1,0,0.0667,0.0,Zero Balance
765.0,2020-05-01,N,2050-04-01,38060,0,1,P,80,46,498000,80,3.375,C,N,FRM,AZ,PU,851,F20Q10332021,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,15,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
793.0,2020-05-01,N,2050-04-01,19740,30,1,P,95,22,537000,95,3.375,R,N,FRM,CO,PU,801,F20Q10332081,P,360,2,OTHER,Y,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,11,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
752.0,2020-05-01,N,2050-04-01,,30,1,P,95,50,246000,95,3.875,R,N,FRM,TN,SF,384,F20Q10332119,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,72,0,0,0.0,216877.7,0,0,0.0,0.0,Active Balance
763.0,2020-05-01,N,2050-04-01,35614,0,2,I,44,36,195000,44,4.0,C,N,FRM,NJ,SF,076,F20Q10332192,C,360,2,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,29,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
770.0,2020-05-01,N,2050-04-01,12420,0,1,P,79,26,297000,79,3.375,C,N,FRM,TX,SF,787,F20Q10332206,N,360,2,TRUIST BANK,N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,0,0,0.0,259516.57,0,0,0.0,0.0,Active Balance
799.0,2020-04-01,N,2050-03-01,34820,0,1,S,80,18,508000,80,3.49,R,N,FRM,NC,SF,284,F20Q10332241,P,360,1,OTHER,N,,N,2,N,9999,29.91,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,11,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
747.0,2020-05-01,N,2050-04-01,35154,0,1,P,71,37,200000,71,3.25,R,N,FRM,NJ,SF,070,F20Q10332248,C,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,17,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
749.0,2020-05-01,N,2035-04-01,23104,0,1,P,72,30,154000,72,3.5,C,N,FRM,TX,SF,761,F20Q10332350,C,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,14.92,Short-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,22,4,6.0,85708.15,1,1,0.3056,0.0556,Active Balance
748.0,2020-05-01,N,2050-04-01,23104,0,1,P,75,40,385000,75,3.625,C,N,FRM,TX,SF,761,F20Q10332382,C,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,46,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
752.0,2020-05-01,N,2050-04-01,12420,0,1,P,80,50,223000,80,3.625,C,N,FRM,TX,PU,786,F20Q10332436,C,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,45,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
790.0,2020-05-01,N,2050-04-01,38060,0,1,P,67,39,315000,67,3.375,R,N,FRM,AZ,PU,850,F20Q10332533,P,360,2,OTHER,N,,N,1,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,72,0,0,0.0,275245.4,0,0,0.0,0.0,Active Balance
756.0,2020-05-01,N,2040-04-01,41740,0,1,P,53,41,400000,53,3.25,B,N,FRM,CA,PU,921,F20Q10332539,C,240,1,NEWREZ LLC,N,,N,2,N,9999,19.92,Medium-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,8,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
776.0,2020-04-01,N,2040-03-01,29420,0,1,I,69,30,150000,69,4.5,R,N,FRM,AZ,PU,864,F20Q10332612,C,240,2,NEWREZ LLC,N,,N,2,N,9999,19.92,Medium-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,22,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
690.0,2020-05-01,N,2035-04-01,47020,0,1,P,74,48,154000,74,3.5,R,N,FRM,TX,SF,779,F20Q10332657,C,180,1,NEWREZ LLC,N,,N,2,N,9999,14.92,Short-Term,Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,72,3,1,3.0,102518.36,1,1,0.0417,0.0139,Active Balance
759.0,2020-04-01,N,2050-03-01,12054,30,1,P,95,29,314000,95,3.625,C,N,FRM,GA,SF,303,F20Q10332721,P,360,1,NEWREZ LLC,N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,73,0,0,0.0,274742.47,0,0,0.0,0.0,Active Balance
689.0,2020-05-01,N,2050-04-01,41740,0,1,I,70,34,220000,70,4.5,B,N,FRM,CA,CO,920,F20Q10332748,C,360,1,NEWREZ LLC,N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,2,0,1.0,196482.39,1,0,0.0278,0.0,Active Balance
755.0,2020-04-01,N,2050-03-01,38900,0,1,P,72,23,318000,72,3.5,C,N,FRM,OR,SF,970,F20Q10332847,N,360,2,NEWREZ LLC,N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,73,0,0,0.0,269891.63,0,0,0.0,0.0,Active Balance
783.0,2020-05-01,N,2050-04-01,36084,0,1,P,35,26,298000,35,3.5,R,N,FRM,CA,SF,946,F20Q10332872,C,360,1,NEWREZ LLC,N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
753.0,2020-04-01,N,2050-03-01,16984,0,1,P,53,12,510000,53,3.625,C,N,FRM,IL,SF,605,F20Q10332882,C,360,2,NEWREZ LLC,N,,N,2,N,9999,29.91,Long-Term,Very Good,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,9,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
786.0,2020-04-01,N,2050-03-01,42200,0,1,P,18,32,240000,18,3.625,C,N,FRM,CA,SF,931,F20Q10332883,N,360,2,NEWREZ LLC,N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,73,0,0,0.0,210329.32,0,0,0.0,0.0,Active Balance
771.0,2020-05-01,N,2050-04-01,12060,0,1,P,80,35,290000,80,3.625,R,N,FRM,GA,SF,303,F20Q10332962,P,360,2,NEWREZ LLC,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,0,0,0.0,248604.48,0,0,0.0,0.0,Active Balance
751.0,2020-04-01,N,2050-03-01,,0,1,P,69,42,339000,64,4.0,C,N,FRM,GA,SF,305,F20Q10333083,N,360,2,NEWREZ LLC,N,,N,2,N,9999,29.91,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,73,0,0,0.0,299192.12,0,0,0.0,0.0,Active Balance
722.0,2020-04-01,Y,2050-03-01,45104,0,1,P,80,50,364000,80,3.875,C,N,FRM,WA,SF,983,F20Q10333112,P,360,2,NEWREZ LLC,N,,N,1,N,9999,29.91,Long-Term,Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,9,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
756.0,2020-05-01,N,2050-04-01,26900,0,1,P,75,28,150000,75,3.375,C,N,FRM,IN,PU,460,F20Q10333183,N,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,0,0,0.0,131069.48,0,0,0.0,0.0,Active Balance
782.0,2020-05-01,N,2050-04-01,47894,0,1,P,54,32,220000,54,3.5,C,N,FRM,DC,SF,200,F20Q10333189,C,360,1,TRUIST BANK,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,72,0,0,0.0,192730.96,0,0,0.0,0.0,Active Balance
748.0,2020-05-01,N,2048-04-01,12060,0,1,P,75,28,363000,75,3.25,R,N,FRM,GA,PU,301,F20Q10333190,N,336,1,OTHER,N,,N,1,N,9999,27.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,25,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
784.0,2020-05-01,N,2050-04-01,10900,0,1,I,75,44,212000,75,4.5,R,N,FRM,PA,PU,181,F20Q10333248,P,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,8,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
788.0,2020-04-01,N,2035-03-01,33460,0,1,P,63,30,251000,63,3.0,R,N,FRM,MN,SF,551,F20Q10333336,N,180,2,OTHER,N,,N,1,N,9999,14.91,Short-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,73,0,0,0.0,163793.16,0,0,0.0,0.0,Active Balance
690.0,2020-05-01,Y,2050-04-01,38060,30,1,P,95,44,367000,95,3.625,C,N,FRM,AZ,PU,852,F20Q10333438,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,20,8,4,5.0,0.0,1,1,0.4,0.2,Zero Balance
766.0,2020-03-01,Y,2050-02-01,29820,18,1,P,101,45,243000,97,5.25,C,N,FRM,NV,SF,891,F20Q10333472,P,360,1,U.S. BANK N.A.,N,F,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,High LTV,High CLTV,High Risk Indicators,8,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
788.0,2020-04-01,N,2050-03-01,41180,0,1,P,80,14,487000,80,3.75,R,N,FRM,MO,PU,633,F20Q10333579,P,360,2,U.S. BANK N.A.,N,,N,2,N,9999,29.91,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,73,0,0,0.0,424590.38,0,0,0.0,0.0,Active Balance
708.0,2020-04-01,N,2048-03-01,34980,25,1,P,92,37,215000,92,3.75,R,N,FRM,TN,SF,371,F20Q10333587,N,336,2,U.S. BANK N.A.,N,H,N,2,N,9999,27.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,16,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
798.0,2020-04-01,N,2050-03-01,19780,0,1,P,69,40,182000,69,3.75,R,N,FRM,IA,SF,500,F20Q10333707,P,360,1,U.S. BANK N.A.,N,,N,2,N,9999,29.91,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,73,0,0,0.0,159905.16,0,0,0.0,0.0,Active Balance
724.0,2020-04-01,N,2050-03-01,22020,30,1,P,95,38,266000,95,3.875,C,N,FRM,MN,SF,565,F20Q10333782,P,360,1,U.S. BANK N.A.,N,,N,2,N,9999,29.91,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,73,3,1,3.0,240183.63,1,1,0.0411,0.0137,Active Balance
796.0,2020-04-01,N,2050-03-01,41180,0,1,P,78,29,205000,78,3.75,C,N,FRM,MO,SF,630,F20Q10333817,N,360,2,U.S. BANK N.A.,N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,18,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
791.0,2020-06-01,N,2050-05-01,19780,0,1,P,79,21,441000,79,3.375,R,N,FRM,IA,SF,500,F20Q10333927,N,360,2,OTHER,N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,5,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
774.0,2020-05-01,N,2050-04-01,25540,0,1,P,64,49,144000,64,3.375,R,N,FRM,CT,SF,064,F20Q10333960,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,72,0,0,0.0,125531.71,0,0,0.0,0.0,Active Balance
793.0,2020-05-01,N,2050-04-01,17860,0,1,P,78,12,175000,78,3.5,C,N,FRM,MO,SF,652,F20Q10334083,C,360,2,U.S. BANK N.A.,N,,N,2,N,9999,29.92,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,0,0,0.0,129621.88,0,0,0.0,0.0,Active Balance
725.0,2020-05-01,Y,2050-04-01,23540,0,1,P,52,41,158000,52,3.375,R,N,FRM,FL,PU,326,F20Q10334090,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,25,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
812.0,2020-05-01,N,2040-04-01,17140,0,1,P,32,5,56000,32,3.25,R,N,FRM,IN,SF,470,F20Q10334094,N,240,2,OTHER,N,,N,2,N,9999,19.92,Medium-Term,Excellent,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,72,0,0,0.0,40947.82,0,0,0.0,0.0,Active Balance
792.0,2020-05-01,N,2035-04-01,40380,0,1,P,40,24,75000,40,3.125,C,N,FRM,NY,SF,144,F20Q10334166,P,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,14.92,Short-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,72,0,0,0.0,48093.05,0,0,0.0,0.0,Active Balance
815.0,2020-05-01,N,2050-04-01,16740,0,1,P,36,40,302000,36,3.228,B,N,FRM,NC,SF,282,F20Q10334217,N,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,29.92,Long-Term,Excellent,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,10,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
728.0,2020-05-01,N,2050-04-01,36260,25,1,P,94,32,289000,94,3.125,B,N,FRM,UT,SF,840,F20Q10334244,N,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",N,H,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,58,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
787.0,2020-05-01,N,2050-04-01,28140,0,1,P,80,19,456000,80,3.125,B,N,FRM,MO,PU,641,F20Q10334246,N,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,29.92,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,9,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
695.0,2020-05-01,N,2050-04-01,31084,0,1,P,65,49,381000,65,3.0,B,N,FRM,CA,SF,906,F20Q10334279,N,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,29.92,Long-Term,Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,72,0,0,0.0,329500.34,0,0,0.0,0.0,Active Balance
756.0,2020-05-01,N,2050-04-01,41620,0,1,P,75,48,308000,75,3.19,B,N,FRM,UT,PU,840,F20Q10334419,N,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,29.92,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,72,1,0,1.0,267649.02,1,0,0.0139,0.0,Active Balance
775.0,2020-05-01,N,2050-04-01,39580,25,1,P,91,33,263000,91,3.625,R,N,FRM,NC,PU,275,F20Q10334519,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,30,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
816.0,2020-05-01,N,2050-04-01,20740,0,1,P,80,28,334000,80,3.5,R,N,FRM,WI,SF,547,F20Q10334556,C,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Excellent,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,11,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
788.0,2020-05-01,N,2050-04-01,35614,0,1,P,64,17,456000,64,3.25,R,N,FRM,NY,SF,114,F20Q10334631,N,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,0,0,0.0,397408.91,0,0,0.0,0.0,Active Balance
788.0,2020-05-01,N,2050-04-01,26420,30,1,P,95,30,196000,95,3.375,C,N,FRM,TX,PU,770,F20Q10334767,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,72,0,0,0.0,171001.71,0,0,0.0,0.0,Active Balance
724.0,2020-05-01,N,2050-04-01,36740,0,1,P,47,28,168000,47,3.5,R,N,FRM,FL,SF,327,F20Q10334834,C,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,51,5,0,1.0,0.0,1,0,0.098,0.0,Zero Balance
778.0,2020-05-01,N,2038-04-01,18140,0,1,P,80,33,250000,80,4.25,C,N,FRM,OH,SF,431,F20Q10334851,C,216,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,17.92,Medium-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,70,0,0,0.0,187459.94,0,0,0.0,0.0,Active Balance
802.0,2020-05-01,N,2050-04-01,29620,30,1,P,95,41,279000,95,3.375,R,N,FRM,MI,SF,488,F20Q10334894,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Excellent,High DTI,High LTV,High CLTV,High Risk Indicators,7,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
724.0,2020-05-01,N,2050-04-01,,0,1,I,75,41,169000,75,3.75,R,N,FRM,VA,SF,244,F20Q10334924,N,360,1,"LOANDEPOT.COM, LLC",N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,33,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
738.0,2020-05-01,N,2040-04-01,10900,6,1,P,83,26,249000,83,3.5,R,N,FRM,PA,SF,180,F20Q10334962,N,240,1,OTHER,N,,N,2,N,9999,19.92,Medium-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,72,0,0,0.0,191545.62,0,0,0.0,0.0,Active Balance
680.0,2020-05-01,N,2050-04-01,34980,30,1,P,95,36,527000,95,3.99,B,N,FRM,TN,SF,371,F20Q10334985,P,360,1,"LOANDEPOT.COM, LLC",Y,,N,2,N,9999,29.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,19,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
707.0,2020-05-01,N,2050-04-01,13740,0,1,P,80,23,332000,80,3.5,R,N,FRM,MT,SF,591,F20Q10335027,P,360,2,U.S. BANK N.A.,N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,35,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
791.0,2020-05-01,N,2040-04-01,17140,0,1,P,76,42,280000,66,3.25,R,N,FRM,OH,SF,451,F20Q10335136,N,240,2,OTHER,N,,N,2,N,9999,19.92,Medium-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,17,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
788.0,2020-05-01,Y,2050-04-01,12060,0,1,P,32,30,235000,32,3.5,C,N,FRM,GA,PU,303,F20Q10335171,P,360,2,TRUIST BANK,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,18,1,0,1.0,0.0,1,0,0.0556,0.0,Zero Balance
768.0,2020-05-01,N,2050-04-01,34980,25,1,P,90,47,558000,90,3.375,R,N,FRM,TN,SF,384,F20Q10335180,N,360,1,OTHER,Y,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,72,0,0,0.0,487576.94,0,0,0.0,0.0,Active Balance
806.0,2020-03-01,Y,2050-02-01,26900,30,1,P,95,26,95000,95,3.75,R,N,FRM,IN,SF,461,F20Q10335191,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Excellent,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,73,0,0,0.0,82927.93,0,0,0.0,0.0,Active Balance
803.0,2020-04-01,N,2050-03-01,47664,0,1,P,34,49,100000,34,3.75,R,N,FRM,MI,SF,480,F20Q10335198,P,360,2,OTHER,N,,N,1,N,9999,29.91,Long-Term,Excellent,Very High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,73,0,0,0.0,87859.58,0,0,0.0,0.0,Active Balance
795.0,2020-05-01,N,2050-04-01,17140,0,1,P,58,38,104000,58,3.75,R,N,FRM,OH,SF,452,F20Q10335202,N,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,39,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
800.0,2020-05-01,N,2050-04-01,31084,0,1,I,75,20,495000,75,3.625,R,N,FRM,CA,CO,916,F20Q10335292,C,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Excellent,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,0,0,0.0,434748.2,0,0,0.0,0.0,Active Balance
775.0,2020-05-01,N,2050-04-01,38900,0,1,P,75,32,338000,75,3.875,R,N,FRM,WA,SF,986,F20Q10335300,N,360,2,OTHER,N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,72,0,0,0.0,297399.94,0,0,0.0,0.0,Active Balance
801.0,2020-05-01,N,2050-04-01,38900,0,1,P,45,38,262000,45,3.125,B,N,FRM,OR,CO,972,F20Q10335345,N,360,1,OTHER,N,,N,1,N,9999,29.92,Long-Term,Excellent,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,72,0,0,0.0,227201.22,0,0,0.0,0.0,Active Balance
792.0,2020-05-01,N,2050-04-01,33460,30,1,P,91,24,262000,91,3.5,R,N,FRM,MN,SF,551,F20Q10335395,N,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,72,0,0,0.0,229524.95,0,0,0.0,0.0,Active Balance
800.0,2020-05-01,N,2035-04-01,28140,0,1,P,59,19,238000,59,3.25,C,N,FRM,MO,SF,641,F20Q10335471,C,180,2,TRUIST BANK,N,,N,2,N,9999,14.92,Short-Term,Excellent,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,72,0,0,0.0,147842.82,0,0,0.0,0.0,Active Balance
776.0,2020-05-01,N,2050-04-01,22420,30,1,P,93,47,259000,93,3.75,R,N,FRM,MI,CO,484,F20Q10335575,P,360,2,FINANCE OF AMERICA MORTGAGE LLC,N,,N,2,N,9999,29.92,Long-Term,Very Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,72,0,0,0.0,224897.35,0,0,0.0,0.0,Active Balance
644.0,2020-05-01,N,2050-04-01,26420,0,1,P,50,45,62000,50,4.5,C,N,FRM,TX,SF,770,F20Q10335599,C,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",N,,N,2,N,9999,29.92,Long-Term,Fair,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,72,0,0,0.0,54221.51,0,0,0.0,0.0,Active Balance
727.0,2020-05-01,N,2050-04-01,38060,0,1,P,77,20,307000,77,3.5,R,N,FRM,AZ,PU,852,F20Q10335610,N,360,2,OTHER,N,,N,1,N,9999,29.92,Long-Term,Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,15,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
791.0,2020-05-01,N,2050-04-01,14500,0,1,P,75,33,623000,75,3.5,B,N,FRM,CO,PU,800,F20Q10335637,P,360,2,"UNITED SHORE FINANCIAL SERVICES, LLC",Y,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,6,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
743.0,2020-05-01,Y,2035-04-01,36740,0,1,P,70,26,420000,70,2.999,B,N,FRM,FL,SF,328,F20Q10335691,P,180,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,14.92,Short-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,39,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
